,class,tweet,label
17276,2,RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP,neither
17541,1,"RT @TattedBrunetteX: Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough.",offensive_language
20170,1,"RT @tishforprez: you had me at ""eating pussy"".",offensive_language
14313,1,RT @BeYouTiful_Pris: Recognize that I'm a star player &amp; leave them hoe fans of yours alone. http://t.co/fd5Cioehgg,offensive_language
19039,1,"RT @greco_joel: Me: let's try a 2nd attempt of my first day of work
The cold: haha yeah right I fucked your car and your bitch",offensive_language
8999,2,"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference",neither
1792,1,"&#8220;@isadore911: @VernNotice what about the doc?&#8221;

He's a pussy. He ain't going anywhere.",offensive_language
13100,1,My nigguh,offensive_language
5423,1,@_theDarius boy I was clean in them bitches.,offensive_language
5971,1,"@freddurst shut up faggot, no one cares",offensive_language
10772,1,"I need one of those ""research"" street signs near usaa . Hang that bitch above my bed lol",offensive_language
22022,1,This hangover a bitch. &#57608;,offensive_language
2553,1,@Barbod6FCB Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga,offensive_language
2523,1,@BLUE_yupp finger my throbbing pussy slowly as i cum on ur face,offensive_language
11773,1,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw",offensive_language
13729,2,Padre /Yankee/Angel fans need to stfu,neither
19608,1,"RT @marrybel_: maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what you're doing, &#8230;",offensive_language
4499,1,"@RealYdotGdot We in dat bitch, my dude!!!",offensive_language
4711,1,@Smokey_Bahr Go get that sum bitch,offensive_language
4903,1,"@TheCheekyD_ Hi :) Yeah, trolls are annoying but don't concern yourself with them. They're all twats &amp; have no life lol. Just ignore them. x",offensive_language
8163,1,"Breakup Anthem &#128680;&#128680;&#128680;""We threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact"" &#128526; https://t.co/bnqd4FifRq",offensive_language
11421,2,"I've got saltine crackers and red wine here. Is it possible to DIY a communion? I, uh, haven't been to church in awhile. #tbtweets",neither
16389,2,"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",neither
23026,1,Y'all weird on here. Fake hoes for attention,offensive_language
128,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",offensive_language
13790,2,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle #Yankees #Tigers #MLB So what else is on? LOL",neither
317,1,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh",offensive_language
9785,1,Hey @ups dis angry white man @thatUPSdude called me a nigger when I didn't answer da door on time. He ain't fit to be delivering pizzas,offensive_language
16779,1,RT @OhhMyyTodd: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; this one not up for debate,offensive_language
15204,2,RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,neither
16425,1,RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,offensive_language
24545,1,"this fat bitch was preaching like ""we have too many fat and lazy people!!"" haVE YOU SEEN A MIRROR WTF",offensive_language
16725,1,"RT @OG_Mellow: Kevin Gates said ""real niggas eat booty, real niggas please they bitches, ION GET TIEDDD"" &#128514;&#128564;&#128564;&#128564;&#128567;&#128567;&#128567;&#128567;&#128567;&#128567;",offensive_language
7433,1,A lot of cool bitches that a nigga went to school with was major hoes ... And they man don't know,offensive_language
9985,1,"I aint no killa but dont push me, revenge is the sweetest joy next to gettin pussy",offensive_language
14000,1,RT @3High_Tae: Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http://t.co/8vG3MAtceU,offensive_language
1492,1,&#8220;@RspectMy_Pretty: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin,offensive_language
9961,1,I ain't Neva care what ah bitch had to say bout me,offensive_language
24643,1,when im there with a ghetto ass accent being shy as hell like,offensive_language
704,1,#Fact females that tweet ALL the dayum day r hoes that need attention #ijs #wontgetme,offensive_language
10848,1,I saw so many basic bitches just picking up my school schedule I kinda wanted to throw up tbh.,offensive_language
23348,1,"You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?",offensive_language
19547,1,RT @longbongchris: &#8220;@WORIDSTARHlPHOP: White twitter when they get in an argument https://t.co/u4dfp2XJ9B&#8221; i wouldve bitch slapped her into &#8230;,offensive_language
11895,1,"It's #CampaignSeason, bitch. @MikeofDoom https://t.co/muxtC1fHmH",offensive_language
8602,2,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,neither
4218,1,"@NYRKelsMads 
Dat dawg live betta den most colored folk in my hood",offensive_language
5095,1,@Viri_BraceFacee was good my niggah lol,offensive_language
2480,1,@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch,offensive_language
22621,1,What's worse than jury duty is the confirmation you get while serving that the general public is retarded.,offensive_language
3075,1,@Dswizzle3 bitch i dont even look like that keep talking and we going to fight,offensive_language
6725,1,"@mukeworld @deIukesionaI he has one called ""pussy pop"" I think it's for cats",offensive_language
7935,1,Basic bitches &amp; lame niggas &lt;,offensive_language
21415,1,"That would be so weird and uncomfortable working at one of those whore coffee stands.Like I would freeze my ass off, those bitches get naked",offensive_language
11242,1,"I'm dry humping hoes tonite bussin on they costume so they man deal wit em later. RT @Me_RonG: Somebody girl gettin fucked tonight""",offensive_language
20795,1,Shut the fuck up and quit being such a pussy hahahah,offensive_language
22854,1,Why give a bitch ur heart when she'd rather have a purse. Why give a bitch an inch when she'd rather have 9. These hoes aint loyal #lilwayne,offensive_language
18673,2,"RT @bspence5: @Morning_Joe #msnbc new census questions=tempest in teapot,ACA stays,costs down,7.5mil+getting covered is a success story to &#8230;",neither
4278,2,@NoMeek_JustMilz If they trash in yr 3 or 4 he'll waive it lol,neither
18354,1,RT @__Junebugg: That hoe is live though,offensive_language
6570,1,@littlecball @AustinMahone just Robert bc he was the one cussing like no tomorrow bc he's a pussy,offensive_language
10234,1,I don't want no boof hoes or no burnt girls !,offensive_language
4992,1,"@TimMurphyy @fgcu_basketball rather be an ""ultra fag"" than get an 18 on my ACT and go to FGCU #zing",offensive_language
6455,1,@kieffer_jason nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like,offensive_language
13274,1,Nigga pee wee is a bitch,offensive_language
3358,1,@HeilSidious Ass Oreos and his name is Thad Castle.,offensive_language
18238,0,"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;",hate_speech
9972,1,"I ain't going to movies, hoe we straight sexing.",offensive_language
22977,1,Wtf bitch,offensive_language
21222,2,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!,neither
13760,2,Penn State tryna slant and screen all the way down the field lol,neither
2222,1,1st game of Fall 7s.. finna kill some hoes,offensive_language
10617,1,"I know shit about everybody , I just don't care enough to speak on it but I suggest you bitches watch it forreal .",offensive_language
3957,1,@LovelyAumeri I thought you was talm bout the school wifi I was gon say all you had to do was ask a bitch &#128514;&#128557;,offensive_language
4797,1,@Swaggyb20 Johans a free agent harveys hurt you retard. and its valverde* #ignorance,offensive_language
14947,1,RT @DeePaPi1800: That outside dick keep dem hoes sick...,offensive_language
7609,1,All the redskins act like @DeSeanJackson11 te bitch @DeAngeloHall23 the bitch,offensive_language
11950,1,It's only 9:12 AM here but I'm about to pour up some pineapple ciroc &amp; blast this Future mixtape at maximum levels because bitch Im in Vegas,offensive_language
999,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",offensive_language
10489,1,"I hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before I get your dick breath on me",offensive_language
4119,0,@Mimistheone stop trolling me u creepy ass cracker!!!,hate_speech
22242,1,"Trust no player, fear no bitch.",offensive_language
918,1,#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,offensive_language
17317,1,"RT @Slutty_Hermione: Twerking in the chamber of secrets, with all my bad bitches #twerkteam",offensive_language
9565,2,"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet",neither
15300,2,RT @GabrielaAngela4: @JacklynAnnn I'm not even ghetto!!!!,neither
7315,1,@xDSmooth hell naw bitch no help!,offensive_language
1401,1,"&#8220;@MalikHasanImani: @1Bcarter negro, you wear a size 5...I'm in a 12&#8221;I'm at a 6 now still growing",offensive_language
5126,1,"@Whale__Tail what'd the note say? ""Stop being a bitch, here's some flowers. &lt;3"" gets em everytime",offensive_language
4506,1,"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",offensive_language
11155,1,I'll get so much pussy. http://t.co/2plTXgQiqE,offensive_language
19216,1,RT @illi708: the easy way out RT @BiggieBOSSMane While you females calling them hoes asking if they want ketchup with they fries. http://t&#8230;,offensive_language
3371,1,@Highwayy_17 you're a bitch,offensive_language
21508,1,The bitches behind me are so annoying,offensive_language
2132,1,"'i drowned in ur pussy so i swam 2ur BuT."" Easily the most eloquent message sent on Xbox Live.",offensive_language
1164,1,&#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;,offensive_language
23688,1,choke that bitch,offensive_language
8601,1,Damn I'm in da mood to eat sum pussy who got it fresh on a platter for me # teamfluffnevabluff,offensive_language
7937,1,Basic niggah in his basic clothing,offensive_language
23913,1,hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho,offensive_language
10869,2,I should start wearing beanies more,neither
9523,1,Got my mind made nicca ... Fuk u pay me!,offensive_language
3361,2,"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",neither
1221,1,"&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;",offensive_language
20618,1,Screaming money over hoes nigga you ain't fuck shit,offensive_language
20042,0,RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;,hate_speech
13068,1,My neice getting so big ... She ready to punch on sum bitches lol http://t.co/lRyDtD5MQb,offensive_language
12090,1,Jus tired to tell a nicca Young Thug was gah yesterday nicca ain't believe me &#128530;,offensive_language
18973,1,"RT @femaIestweets: ""nah go talk to ur bitch since she yo crush n shit"" http://t.co/S1JAGSJW6P",offensive_language
23778,1,everybody talking bout hoes fighting I'm lurking on some money&#128181;&#128179;&#128175;,offensive_language
8435,1,Check his hoe for I check her &#128175;&#128129;&#128581;&#128079;,offensive_language
5399,1,@_justlexis lol whatever. We're fags.,offensive_language
19553,2,RT @losthistories: DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @busboysandpoets 14th St cc: @SmithsonianAPA @D&#8230;,neither
7683,2,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying,neither
9860,1,Holy fuck they some bomb ass bitches at Buc-ee's,offensive_language
9173,1,Free my brother turt and gn bitches,offensive_language
9407,1,"Ghetto ass bitches came in my job talm bout sum ""o yes u daddy down"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",offensive_language
12088,1,Jus need a bad bitch thats gone always hold me down,offensive_language
176,1,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",offensive_language
8883,1,Dumb nigguh,offensive_language
8278,1,"Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: @veritaz old bitch""",offensive_language
5209,1,@Yes_THAT_KiKi hey send me your songs I need to put them hoes on a CD and bang em when I ride around,offensive_language
238,1,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",offensive_language
10914,0,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me""",hate_speech
7217,2,@tytytooflyy ima fill ur clam out,neither
6098,1,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones naw he should drop that bitch off in south Dallas with the rest of the homeless dogs,offensive_language
10296,1,"I fuck alien bitches, demon and angel bitches, a couple of centaur bitches, got really drunk and fucked a dragon chick a couple times..ughhh",offensive_language
46,1,""" quick piece of pussy call it a drive by """,offensive_language
14064,1,RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol,offensive_language
6514,1,@knvcklepvck gimme one with his mouth closed I can't draw teeth without making them look retarded oMF,offensive_language
22849,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on",hate_speech
13057,1,"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?",offensive_language
1370,1,&#8220;@Leelucas_: @100046729 fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u,offensive_language
12681,1,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.,offensive_language
7542,2,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,neither
9878,1,Horny MiLF in sexy lingerie has her old pussy pummeled by a hard&#160;dick http://t.co/QsdW8mQNSl,offensive_language
8542,1,"Cuffing is a no no. My ring finger? Stay solo. Why be in a relationship, if you not letting your hoes go?",offensive_language
23438,1,You're dismissed bitch. @ConchGunny: @00_jackie no.. i wanna play with you thumper..&#8221;,offensive_language
16840,1,"RT @PacmansBack: I don't even delete my typos, it is what it is bitch",offensive_language
5981,1,@gabbella03 rt something else from another bitch in panties about love I swear,offensive_language
10194,1,I don't glorify dis shit but bitch I am what I am and it is what it is!,offensive_language
821,1,#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa,offensive_language
5724,1,"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.",offensive_language
19983,1,RT @shikeattike: Nah bitch you ain't just gone go off on me and just want me back 5 minutes later. I'm playing 2k until further notice,offensive_language
7397,1,A bf and gf&#128107; are suppose to laugh&#128514; at these hoes&#128111; together&#128145;. A guy should never have these hoes&#128111; laughing&#128514; at his girl&#128134;,offensive_language
12934,1,My asshole credentials? Even rednecks hate me.,offensive_language
1045,1,&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt,offensive_language
12904,1,Ms St aint no hoe. They fuckin Auburn up,offensive_language
2647,2,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke,neither
4213,1,"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard.",offensive_language
11937,1,It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;,offensive_language
19993,1,"RT @simplyalize: ""@xonayyy: &#8220;@ugglyyy: well ain't this bout a bitch ... http://t.co/CVJadMYpg6&#8221; &#128514;&#128514;&#128514;"" BRUH&#128553;&#128514;&#128514;",offensive_language
2449,2,"@AngryWillHelms Genius, the politically correct term would be ""intellectually disabled."" It's highly offensive to use the word retarded.",neither
4834,1,"@Tae_Rhodes @thereal_2raw you gay, Gabrielle bad as fuck. Even though the other bitch bad you can't cheat on a dime..foh lol",offensive_language
13585,1,"Omg chloe just pulled up to my house like ""come outside bitch"" &#128514;&#128514;&#128514;&#128514; hella cray",offensive_language
23585,1,bitch I need that body high do not fuck wit my head pleeeease,offensive_language
20530,2,Ruby is not ugly #bunga bunga,neither
5203,0,@YeIIowbang I hate that faggot he so corny,hate_speech
13368,1,No more hoes n oz,offensive_language
11569,1,If them niggas pussy we douche em we clean em out,offensive_language
9326,0,Fucking with these hoes nigga don't be no dumby,hate_speech
2629,1,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win",offensive_language
15039,1,RT @DrugFree_DatzMe: Fuk being on some chill shit . I go 0 to 100 hoes real quick. &#128526;,offensive_language
9098,1,Fireball has turned from a cool liquor I used to be sponsored by...to a drink for pussy country dudes who hear it in a song.,offensive_language
946,1,&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,offensive_language
7541,1,Alex Smith such a got damn bitch man,offensive_language
14973,1,"RT @Dhoopin32: How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke &#128530; wtf type shit &#8230;",offensive_language
21093,2,Space brownies &#128125;,neither
20960,1,So tired but mom is making me stay up until she is finished drinking another beer. She better chug that shit,offensive_language
10305,1,"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.",offensive_language
11390,1,I'm talkin bout superb punching. The ref wAs on some hoe shit against Carlton Haywood. Dude took a full minute of unanswered @Royceda59,offensive_language
15989,0,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,hate_speech
13226,1,Never will we be an item. Psycho bitch!,offensive_language
19096,1,RT @iAintGottaRap: Ead RT @Fat_Rell: Especially after Rita died.. RT @Kayla_Applebum: Dexter was just as trash as Breaking Bad.,offensive_language
6889,1,@realbigasian wtf mine was just a fried Twinkie w powdered sugar I got hoed,offensive_language
14940,2,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f,neither
14621,1,"RT @ChadJordan23: ""Chad you got all the hoes""

""Why are you texting me instead of your hoes"" http://t.co/jCSQHeZoRl",offensive_language
12928,1,My Ralph Lauren jacket comes tomorrow. Im giving out free hugs so these bitches can know what high quality fabric feels like.,offensive_language
22938,1,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down.",offensive_language
24029,1,"if you delete tweets over one hour after you tweet them, you are a gigantic pussy",offensive_language
2217,1,18 year old pussy tastes like hope.,offensive_language
2277,1,90% of niggas goofy and act like bitches,offensive_language
19555,1,RT @louiev_: It's to the point that I don't enjoy watching Harden anymore. He constantly does that and it pisses me off. Stop being a bitch&#8230;,offensive_language
8308,1,Can this bitch already update &#128530;,offensive_language
17003,1,RT @Ramen_Odicho: Assyria got hella hoes,offensive_language
504,1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ",offensive_language
21510,2,The boy who shot albino deer http://t.co/D4XajBEIb1,neither
6062,2,@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,neither
20450,2,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",neither
23993,1,i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they Body #DONTGETIT,offensive_language
21191,1,Suck my dick so good I'm like god dam you dirty bitch,offensive_language
330,1,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",offensive_language
10451,1,I hate stupid bitches who cry for stupid reasons,offensive_language
12280,1,Ladies RT if your head game better than your pussy,offensive_language
12675,1,MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.,offensive_language
5881,1,@dustincarter16 bitch I was out dea and your ass was sleep,offensive_language
2520,1,@BH_Dragons he's fucking trash,offensive_language
19141,1,"RT @iDntWearCondoms: Your girl swear u cheating until u fuck a bitch for real then it's ""OMG how could u?!""",offensive_language
4519,0,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",hate_speech
4689,0,@Shmalec13 ya fag,hate_speech
2849,0,@Christian_ESEM you don't know what your talking about retarded faggot,hate_speech
6367,0,"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim",hate_speech
10500,0,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",hate_speech
21184,0,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,hate_speech
4152,1,@Morgaanita hahaha awe yea! Got a date with the baddest bitch around! &#128068;&#128299;&#128176;&#128076;&#10084;&#65039;,offensive_language
20545,1,S/O @HorseNuts_Clark for keeping me sane when I'm a cunt,offensive_language
22027,1,This hoe in here 6months pregnant man take yo ass home,offensive_language
18218,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: @100046729 bitch&#128514;&#128514;&#128514;&#128128;&#8221;man that's so cute to me &#128514;&#128514;&#128514;&#128128;&#8221;find a date,offensive_language
17202,2,RT @SeQuoia_Gabris: &#8220;@UeonoYungJumbo: @SeQuoia_Gabris yeah hoe!&#8221; But the babies are innocent lol so Gabriella still got her sister a birthd&#8230;,neither
22037,1,"This is Marco's lotion, and he got mad that I told him that he smells like a bitch http://t.co/e0cnF1nWSI",offensive_language
2701,1,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass,offensive_language
10687,1,I love bad bitches &#128525;&#128525;&#128525;,offensive_language
17102,1,RT @Rock76_: just show im not playing in this bitch one false move ima spraying in this bitch @1waynostra,offensive_language
20733,2,She sounded like a bird crowing,neither
12396,1,Like HELLO my feet were clearly on the back of the desk bitch!,offensive_language
16996,1,RT @RakwonOGOD: &#8220;Bros before hoes&#8221; - a bro with no hoes,offensive_language
24309,1,or dead &#8220;@Royceda59: &#128514; Word RT @TAXSTONE: If ya moms calling the cops after she ain't heard from you for four days you probably pussy&#8221;,offensive_language
6478,2,@kilmeade @foxandfriends don't you mean crowd not crows,neither
8588,1,Daddy cracker and a few bad bitches...,offensive_language
6708,2,@monkbent What's with that come-at-me-bro bird? Stressful.,neither
16206,1,RT @Lilbyrdy: If you only star tweets in hopes that you will magically get pussy...good luck and keep it up.,offensive_language
3388,1,"@HopeMcclintock I could've swore everyday was jus sayin I had all the hoes like 2 days ago! No I'm gay,What's next? I gotta baby on the way&#128514;",offensive_language
9316,1,Fucking hate ghetto girls I swear bruh,offensive_language
23256,1,You can't treat these hoes like ladies,offensive_language
23640,1,bitches don't knw what to let ride certain shit ain't work mentioning,offensive_language
5038,1,@TroyAikman shut yo hoe ass up,offensive_language
9325,1,Fucking twat RT @EchBhiKe: Xavi checking the grass HAHA http://t.co/hrHEyyoIrp,offensive_language
849,1,#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e,offensive_language
5379,0,@_angelaaau hey fag i &lt;3 you,hate_speech
19856,2,RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,neither
559,1,"""That girl is plain looking borderline ugly &amp; chunky"". Hey at least she's got a nice smile &amp; a great personality.",offensive_language
22421,1,Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.,offensive_language
10618,1,I know some ratchet bitches and they rep the North side,offensive_language
3730,2,@JustTooMuchCake Lmao. it bel ike that nowadays,neither
1777,1,&#8220;@iDisrespectHoez: RT @JonRaff: Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;,offensive_language
18035,1,RT @WhiteboiColeman: Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us&#8230;,offensive_language
23125,2,"Yep, sources confirmed it. That Iggy concert last night was trash",neither
1796,1,&#8220;@itsdaniellef: &#128521;&#8221; hoe,offensive_language
687,1,"#Crack that whip, cracker",offensive_language
1633,1,&#8220;@_BunnyCocaine_: Oomf a hoe hopper &#128514;&#128514;&#128514;&#8221; &#127806;&#128064;&#127806;,offensive_language
19266,1,RT @itscoleharmon_: you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,offensive_language
20039,1,RT @stayfoqused: Don't eat pussy until she show you the Vagfax,offensive_language
11076,1,I wish a bitch would,offensive_language
13529,1,Oh she is RT @soARiE1017: @viaNAWF I respect that because bitches can be spiteful when it come to children,offensive_language
7867,2,Ayyyyy I'm sipping on a free slurpee and seeing The Front Bottoms tonight. I'm a happy clam.,neither
17624,2,RT @TheDiLLon1: Y'all not gonna trash Spirit airlines. I travel w/ them all the time. They even let me fly the plane 4 times. They don't mi&#8230;,neither
22136,1,This work shit for the birds....ion think it take 8 hours to do nothing....,offensive_language
15461,1,"RT @HighClassCapri: I'm on go, so bitch tread carefully.",offensive_language
17921,1,RT @Uptown_Byrd: Philly full of these type hoes. Broke bitches! http://t.co/AZh2Ql6lwN,offensive_language
17007,1,RT @Ranae_26: You bitches could never be nae ...let him tell you he love him some nae &#128143;&#128145;&#128081;,offensive_language
4313,1,@OMGitsKariC ima call his retarded ass,offensive_language
1493,1,&#8220;@RudeBoi_Drew: I'm finna eat some pussy&#8221; lmao,offensive_language
6251,1,"@jimachterfeld @dan_bernstein The fuckin pussy makes fun of people all day on the radio, someone calls him a creep and he blocks them.",offensive_language
7660,1,"Almost forgot 40,000 tweets still no bitches",offensive_language
16544,1,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb,offensive_language
20062,1,RT @tKOs_way: Cumming in her pussy was love,offensive_language
205,2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",neither
21994,2,This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,neither
20621,1,Seaside smell like stank ass pussy bruh&#128514;&#128514;,offensive_language
9405,1,Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO!,offensive_language
375,1,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",offensive_language
16413,1,RT @MeyaKardashian: This bitch is fucking insane. &#8220;@TwiterDeze_NUTS: 2) what is a sentence that describes you in 5 words?&#8221;,offensive_language
7481,2,"According to my brothers iPod, its December 1969. If so, I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1",neither
17907,1,RT @UnansweredQuot: Did that bitch ever get out of Ludacris's way?,offensive_language
23396,1,You still that nigga b don't trip. They just hatin cause they got no bitches RT @THEOilogy: Nigga stole on me... Princess punch.,offensive_language
22081,1,This nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how I'm making the room shake,offensive_language
12920,1,My 2014 saying is bitch go get yo nigga hoe cuz I'm gonna beat yo ass just like am gonna beat nigga bitch go get yo nigga,offensive_language
8634,2,Darkies DGAF! RT @Maxin_Betha @80sbaby4life gotta chill wit his yellow #4thofJulyFly outfit man RT @dominicanraf http://t.co/uImF6sDI,neither
18870,1,RT @djevilone: stupid ignorant bitch &#8220;@SarahPalinUSA: Stopped by Chick-fil-A in The Woodlands to support a great business. http://t.co/6 ...,offensive_language
18366,2,RT @___Legacy: Need some ice cream and Oreos &#128525;,neither
10998,1,I wanna cut my hair but I'm too busy being a bitch about it.,offensive_language
4265,0,@Nien_Nunb what did you search? Gay redneck episode 1 play?,hate_speech
20311,1,RT @woohdakidd_74: &#8220;@Shane_A1: Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room&#8221;hell noooo&#128514;&#128514;&#128514;pussy ass n&#8230;,offensive_language
11779,1,In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.,offensive_language
8489,1,Come for the brothas and other MOC about culture differences like... bitch plz,offensive_language
3849,2,@KristynEdwards why were there penguins and a bird in the puppy bowl???,neither
17186,1,"RT @SatansTongue: You're not right for this job. 

What why?

Well your r&#233;sum&#233; is just 'don't be a bitch dude' written on a napkin

Don't b&#8230;",offensive_language
